room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Entire home/apt,204,1,0,,197
Shared room,49,1,1,1,259
Entire home/apt,225,2,5,1,124
Entire home/apt,299,2,11,3,343
Entire home/apt,95,1,6,1.4,30
Entire home/apt,129,1,149,6.5,314
Shared room,49,1,6,6,240
Private room,75,1,117,4.2,289
Entire home/apt,190,1,17,1.6,0
Entire home/apt,250,1,0,,225
Private room,175,2,8,2.4,116
Private room,205,1,0,,289
Entire home/apt,400,3,46,4.3,113
Entire home/apt,200,1,54,2.8,54
Entire home/apt,192,1,1,0.2,136
Entire home/apt,250,2,76,6.4,204
Entire home/apt,249,4,0,,0
Private room,125,2,0,,9
Entire home/apt,200,3,0,,137
Entire home/apt,200,1,5,3.1,351
Shared room,65,10,0,,49
Entire home/apt,195,3,2,2,115
Entire home/apt,317,30,20,1,316
Entire home/apt,170,1,2,0.9,357
Entire home/apt,675,1,57,1.8,339
Entire home/apt,192,2,37,2,330
Entire home/apt,400,31,15,1.7,246
Entire home/apt,299,2,12,3.3,96
Entire home/apt,165,2,6,1.6,320
Private room,125,1,25,1.5,338
Private room,81,2,18,1.2,257
Entire home/apt,193,1,5,4.7,4
Entire home/apt,195,3,3,3,264
Entire home/apt,204,1,2,1,66
Entire home/apt,499,1,23,1.9,331
Entire home/apt,400,2,0,,2
Entire home/apt,195,2,0,,340
Private room,150,2,5,2,110
Entire home/apt,180,2,2,0.4,0
Private room,165,1,0,,2
Shared room,139,3,1,0,172
Private room,156,3,0,,327
Entire home/apt,225,2,5,1.4,123
Private room,165,1,0,,127
Entire home/apt,219,3,2,0.6,145
Private room,180,1,35,1.4,82
Shared room,49,1,3,3,243
Shared room,49,1,7,6.2,245
Shared room,49,1,0,,227
Entire home/apt,900,1,71,2.1,166
Entire home/apt,180,2,1,0.3,99
Entire home/apt,290,1,5,0.5,126
Private room,200,1,0,,0
Entire home/apt,215,3,16,2.2,334
Entire home/apt,175,7,0,,268
Private room,150,1,0,,8
Private room,78,1,4,1.4,70
Entire home/apt,145,25,0,,365
Private room,130,1,32,4.1,293
Private room,85,1,113,4.1,312
Shared room,70,4,4,0.5,247
Entire home/apt,225,4,21,2.1,344
Entire home/apt,159,5,2,0.5,168
Private room,130,3,14,3.6,14
Entire home/apt,299,1,0,,139
Private room,145,1,73,3.6,316
Private room,115,3,1,0.2,136
Private room,156,3,35,1.7,340
Entire home/apt,175,2,20,0.9,158
Entire home/apt,169,4,23,1.4,183
Entire home/apt,204,3,0,,7
Entire home/apt,150,3,78,3.4,273
Entire home/apt,250,2,8,1,284
Shared room,60,1,9,0.8,256
Entire home/apt,10000,1,3,0.4,95
Private room,65,1,6,0.6,149
Entire home/apt,220,2,21,0.9,122
Entire home/apt,385,2,12,0.7,357
Private room,90,1,3,2,1
Private room,110,1,23,1.8,311
Entire home/apt,300,4,78,3,248
Shared room,70,5,12,1.1,275
Entire home/apt,275,1,24,2.2,187
Private room,149,3,9,1.2,365
Private room,105,6,4,0.4,226
Private room,285,2,6,0.7,365
Private room,115,4,0,,240
Private room,143,1,5,2.6,343
Private room,65,1,6,2.8,7
Private room,65,1,2,0.9,136
Entire home/apt,180,1,3,1.1,348
Entire home/apt,210,5,0,,349
Entire home/apt,999,1,15,1.5,284
Shared room,129,2,18,1.1,330
Private room,125,2,10,1.8,313
Private room,129,1,5,0.6,358
Entire home/apt,195,4,43,0.9,339
Entire home/apt,207,3,0,,23
Entire home/apt,140,3,1,0.5,0
Private room,120,1,0,,154
Shared room,70,1,7,0.8,364
Entire home/apt,290,1,25,1,170
Shared room,70,5,6,0.7,242
Entire home/apt,225,3,1,1,9
Shared room,60,1,4,0.4,274
Shared room,60,1,10,0.8,260
Shared room,60,1,7,0.6,296
Shared room,60,2,7,0.6,281
Shared room,60,2,5,0.3,126
Shared room,60,2,8,0.7,240
Shared room,60,1,5,0.6,263
Shared room,60,2,2,0.2,272
Entire home/apt,160,1,38,6,201
Entire home/apt,240,1,18,3.2,220
Private room,300,1,1,0.1,365
Private room,139,3,26,0.9,261
Shared room,40,3,0,,273
Private room,115,1,2,0.1,169
Private room,90,4,153,2.8,2
Shared room,50,3,14,1.7,347
Entire home/apt,207,1,0,,122
Entire home/apt,220,2,10,1.2,65
Entire home/apt,189,7,0,,10
Entire home/apt,379,3,5,0.7,348
Private room,90,1,119,4.3,311
Private room,165,1,2,0.3,365
Private room,94,1,49,6.1,65
Entire home/apt,230,2,0,,54
Entire home/apt,295,10,0,,340
Entire home/apt,225,18,33,1.1,256
Entire home/apt,299,2,7,1.1,178
Private room,129,3,28,2.9,317
Private room,94,1,46,5.8,64
Entire home/apt,210,1,0,,14
Shared room,50,3,10,1.2,354
Shared room,50,3,15,1.7,336
Shared room,50,3,1,1,346
Shared room,50,3,12,1.5,342
Entire home/apt,325,2,0,,123
Entire home/apt,210,2,54,3.7,302
Entire home/apt,150,1,7,1.6,211
Entire home/apt,140,2,7,0.3,185
Private room,130,1,59,4.4,329
Private room,165,1,1,1,356
Entire home/apt,395,3,75,2.1,0
Shared room,60,4,4,0.5,278
Private room,90,1,20,10,57
Entire home/apt,199,3,41,2.8,330
Private room,150,3,4,0.4,184
Shared room,550,3,1,0,365
Entire home/apt,300,2,4,1,109
Entire home/apt,240,1,232,4.2,260
Private room,172,30,4,0.5,282
Entire home/apt,165,30,30,2.4,221
Entire home/apt,239,1,23,1.4,156
Entire home/apt,190,3,2,0.2,123
Entire home/apt,199,4,5,0.1,0
Shared room,49,1,0,,246
Entire home/apt,165,3,6,0.2,15
Private room,110,2,2,0.7,267
Entire home/apt,180,25,0,,335
Shared room,110,2,32,1.3,356
Private room,94,1,62,7.7,77
Entire home/apt,175,2,56,3,42
Private room,125,4,27,2.3,184
Entire home/apt,160,1,74,2,73
Shared room,70,1,4,0.5,364
Private room,200,3,40,1.8,105
Private room,99,2,26,1.5,317
Private room,85,3,12,0.6,348
Entire home/apt,120,3,7,0.4,124
Shared room,40,4,5,0.3,271
Shared room,40,3,0,,365
Shared room,40,3,0,,282
Entire home/apt,300,1,27,2.7,309
Entire home/apt,399,1,35,1,352
Entire home/apt,107,15,0,,365
Entire home/apt,365,3,29,3,92
Entire home/apt,119,3,20,3.4,301
Entire home/apt,200,5,0,,341
Entire home/apt,140,20,0,,365
Entire home/apt,135,9,0,,321
Entire home/apt,500,3,32,1.1,122
Entire home/apt,210,1,27,0.8,31
Entire home/apt,275,7,20,2.1,74
Entire home/apt,195,1,20,2.9,342
Private room,99,4,0,,232
Private room,305,1,0,,365
Entire home/apt,165,2,49,5.9,300
Entire home/apt,207,30,0,,330
Entire home/apt,190,3,20,2.6,358
Entire home/apt,170,3,10,0.9,124
Private room,124,3,8,1.1,320
Entire home/apt,175,3,13,1.3,351
Entire home/apt,300,3,3,0.7,276
Private room,129,2,4,0.4,270
Private room,120,1,2,0.9,122
Private room,90,7,1,0.1,262
Private room,189,2,10,2,233
Private room,149,1,3,1.1,308
Private room,90,1,0,,137
Entire home/apt,299,1,3,2,35
Shared room,65,2,7,3.5,80
Shared room,60,1,5,0.6,224
Entire home/apt,185,2,27,1.5,317
Entire home/apt,130,5,3,0.2,64
Private room,10000,1,4,0.3,364
Shared room,70,7,1,0.1,365
Private room,130,1,2,0.1,332
Entire home/apt,175,1,0,,162
Entire home/apt,295,2,1,0.2,347
Entire home/apt,240,1,0,,292
Entire home/apt,175,1,1,0.2,149
Entire home/apt,400,1,11,0.7,365
Entire home/apt,450,3,0,,310
Private room,95,3,1,1,331
Entire home/apt,290,3,2,0.5,127
Entire home/apt,135,3,4,0.8,121
Private room,90,1,11,0.8,344
Shared room,42,4,2,2,273
Private room,92,1,3,2.6,28
Entire home/apt,500,1,5,0.2,311
Private room,119,4,19,0.8,346
Private room,145,2,10,1.7,342
Shared room,115,3,3,1.6,334
Entire home/apt,215,2,4,0.8,170
Entire home/apt,150,29,1,0.4,337
Shared room,70,5,4,0.4,268
Shared room,70,5,9,0.9,335
Shared room,75,4,4,0.5,270
Shared room,70,5,8,0.8,365
Private room,85,30,0,,257
Shared room,120,1,27,3.9,101
Entire home/apt,175,1,10,1.7,354
Entire home/apt,69,1,8,0.9,319
Entire home/apt,450,3,11,2.7,325
Entire home/apt,149,1,4,0.3,0
Entire home/apt,250,2,5,0.3,123
Entire home/apt,145,1,20,1.4,307
Entire home/apt,189,2,7,2.3,219
Entire home/apt,145,2,42,2.2,294
Entire home/apt,230,3,11,0.6,243
Entire home/apt,250,1,0,,108
Private room,85,2,51,7,223
Entire home/apt,325,3,12,1.5,240
Entire home/apt,200,3,4,0.2,242
Entire home/apt,250,3,1,0.2,42
Entire home/apt,440,7,1,0.1,9
Entire home/apt,129,2,47,5.6,344
Entire home/apt,195,3,72,2,295
Private room,90,1,84,4,314
Private room,129,2,7,5.3,279
Entire home/apt,177,1,9,2.1,40
Private room,99,2,12,1,348
Entire home/apt,215,2,16,1.5,0
Private room,105,3,122,2.4,281
Entire home/apt,238,7,23,1.1,306
Private room,135,1,14,1.1,365
Entire home/apt,144,1,5,0.4,16
Entire home/apt,175,1,0,,58
Private room,200,1,0,,0
Entire home/apt,595,1,38,3,257
Entire home/apt,135,14,0,,123
Private room,150,1,0,,365
Private room,125,1,44,5.1,0
Entire home/apt,350,3,0,,157
Entire home/apt,200,1,2,0.2,216
Entire home/apt,250,4,11,1.3,255
Entire home/apt,165,3,1,0.2,243
Entire home/apt,150,3,0,,351
Entire home/apt,250,5,0,,226
Private room,150,1,1,1,338
Entire home/apt,350,3,1,0.2,291
Private room,70,1,6,0.7,327
Private room,98,2,49,2.2,11
Entire home/apt,129,3,41,3.4,44
Entire home/apt,250,2,31,1.7,94
Entire home/apt,120,1,0,,170
Private room,95,1,8,2.9,82
Entire home/apt,180,3,36,1.1,46
Entire home/apt,459,3,1,1,136
Entire home/apt,224,3,14,1.1,189
Entire home/apt,125,4,23,2.9,319
Entire home/apt,250,2,6,0.2,317
Private room,110,2,18,1.5,305
Entire home/apt,145,3,9,1.1,31
Entire home/apt,295,3,29,0.7,365
Private room,75,2,90,2,131
Entire home/apt,144,3,40,2.9,334
Private room,110,1,4,2.8,354
Private room,149,2,4,0.6,73
Private room,140,4,7,0.8,365
Shared room,65,1,0,,284
Entire home/apt,150,1,3,0.7,129
Entire home/apt,250,14,1,0,350
Private room,90,2,5,0.7,0
Private room,50,5,9,0.3,38
Shared room,60,4,3,0.6,271
Entire home/apt,180,2,5,0.5,236
Private room,130,1,1,1,311
Private room,110,1,26,3.8,318
Entire home/apt,160,3,47,1.9,349
Entire home/apt,190,1,283,8.3,313
Entire home/apt,700,3,10,0.3,169
Entire home/apt,200,2,0,,139
Entire home/apt,175,2,74,4.2,64
Entire home/apt,450,2,32,4,153
Entire home/apt,199,31,42,1.6,339
Entire home/apt,450,5,7,0.2,137
Private room,89,2,8,1.1,197
Entire home/apt,150,30,1,0.2,132
Private room,85,2,20,1,261
Private room,80,1,156,7.5,219
Entire home/apt,220,3,3,0.1,123
Entire home/apt,489,2,2,0.1,298
Private room,1000,6,0,,335
Entire home/apt,199,2,0,,0
Entire home/apt,200,7,0,,245
Private room,129,1,3,0.3,123
Entire home/apt,120,1,11,0.8,33
Entire home/apt,190,1,336,6.7,311
Entire home/apt,300,2,5,0.2,365
Private room,130,1,0,,365
Entire home/apt,200,1,0,,361
Entire home/apt,175,1,83,2.4,43
Entire home/apt,199,1,40,4.2,267
Private room,130,2,116,3.4,318
Entire home/apt,250,3,18,2.6,195
Entire home/apt,140,1,176,2.6,292
Entire home/apt,611,6,5,0.4,357
Entire home/apt,300,4,0,,325
Entire home/apt,450,5,1,1,346
Entire home/apt,180,7,0,,7
Private room,130,2,103,3.1,323
Private room,135,2,4,0.4,34
Entire home/apt,129,1,80,5.4,243
Entire home/apt,210,3,8,0.7,269
Entire home/apt,395,2,48,1.1,232
Entire home/apt,200,2,6,0.3,274
Entire home/apt,145,1,53,5.2,341
Entire home/apt,150,2,10,0.7,3
Entire home/apt,350,3,11,0.7,19
Entire home/apt,145,4,12,1.4,309
Private room,120,2,20,4,290
Private room,125,1,18,2.4,54
Private room,120,2,10,3,262
Private room,180,2,4,1.9,363
Private room,110,1,0,,121
Private room,105,2,68,4.9,331
Private room,115,6,27,3.1,344
Entire home/apt,200,1,0,,25
Private room,135,1,49,2.6,75
Shared room,60,4,3,0.3,283
Private room,150,1,1,0.8,274
Entire home/apt,300,1,1,0.2,137
Entire home/apt,550,2,4,0.5,365
Private room,55,5,0,,108
Shared room,450,1,0,,365
Private room,68,7,3,0.4,8
Private room,100,3,0,,10
Private room,164,1,1,1,5
Entire home/apt,75,2,1,0.1,207
Private room,100,7,21,0.5,288
Entire home/apt,120,2,9,4.4,73
Private room,179,1,0,,338
Entire home/apt,185,5,10,1.6,151
Entire home/apt,300,1,1,0.1,212
Entire home/apt,219,3,16,1.8,309
Entire home/apt,180,2,25,1.2,337
Private room,145,3,2,2,300
Entire home/apt,120,2,2,0.3,153
Entire home/apt,299,1,13,1.8,124
Entire home/apt,168,4,9,1.4,84
Entire home/apt,200,1,4,3.4,337
Entire home/apt,200,2,44,2.2,185
Private room,127,2,11,0.5,72
Entire home/apt,160,5,0,,74
Private room,100,2,16,1.2,365
Entire home/apt,125,2,16,1.7,357
Entire home/apt,170,2,3,0.5,263
Private room,89,2,53,2.4,256
Private room,145,2,155,2.6,332
Entire home/apt,200,4,36,1.2,331
Entire home/apt,250,1,9,1.4,288
Private room,119,1,24,1.8,346
Private room,130,2,0,,13
Entire home/apt,245,3,0,,105
Private room,115,1,0,,297
Private room,175,1,0,,360
Private room,150,1,11,0.4,83
Entire home/apt,155,30,6,0.5,185
Private room,83,2,4,1.5,190
Entire home/apt,565,3,2,0.5,256
Entire home/apt,500,3,11,0.6,256
Entire home/apt,166,30,4,0.2,248
Entire home/apt,175,2,0,,167
Entire home/apt,250,1,0,,0
Private room,150,1,0,,365
Private room,100,7,0,,42
Entire home/apt,500,1,0,,364
Entire home/apt,190,1,287,5.1,321
Entire home/apt,190,1,145,5.5,305
Entire home/apt,140,1,3,0.3,0
Entire home/apt,160,2,2,2,313
Entire home/apt,175,2,22,6,147
Entire home/apt,189,3,53,2,224
Entire home/apt,200,6,11,0.3,249
Entire home/apt,125,1,25,1.1,131
Entire home/apt,190,1,8,0.3,16
Entire home/apt,300,2,1,1,316
Entire home/apt,199,1,11,0.9,280
Private room,149,2,8,1,0
Entire home/apt,250,1,191,5.9,284
Private room,110,1,21,1.4,188
Entire home/apt,350,4,0,,176
Shared room,60,5,1,0.1,268
Entire home/apt,169,2,8,0.1,308
Entire home/apt,140,2,0,,216
Entire home/apt,165,5,9,0.3,90
Entire home/apt,225,1,1,1,365
Entire home/apt,250,2,1,0.2,261
Entire home/apt,125,3,50,3.9,310
Private room,145,3,130,2.5,328
Private room,115,3,151,3.1,307
Entire home/apt,399,5,2,0.1,354
Entire home/apt,170,2,55,1.4,244
Entire home/apt,395,2,11,0.7,348
Private room,130,1,0,,38
Private room,125,4,165,2.8,319
Private room,110,2,10,2,282
Private room,120,2,33,2.6,312
Entire home/apt,195,2,40,2.4,358
Entire home/apt,350,2,5,0.4,97
Entire home/apt,227,2,59,2.8,0
Entire home/apt,275,1,5,1.3,122
Entire home/apt,169,1,66,2.5,293
Entire home/apt,189,3,5,0.9,12
Entire home/apt,165,4,53,3.5,90
Entire home/apt,160,3,4,0.4,0
Private room,130,1,51,5.2,252
Shared room,119,1,0,,322
Entire home/apt,325,4,12,0.3,309
Entire home/apt,159,2,0,,46
Shared room,60,5,4,0.5,338
Entire home/apt,235,4,21,1.6,337
Entire home/apt,135,3,59,1.8,42
Entire home/apt,110,5,82,1.3,235
Entire home/apt,130,1,0,,252
Private room,99,1,2,0.1,213
Entire home/apt,370,3,0,,1
Entire home/apt,325,2,10,2.1,4
Private room,115,1,2,0.3,188
Private room,120,1,23,3,319
Private room,215,1,1,0.2,240
Shared room,55,4,13,1.4,335
Shared room,60,4,9,1,365
Shared room,60,5,6,0.8,263
Entire home/apt,250,3,6,0.9,52
Private room,140,2,14,1.4,250
Entire home/apt,295,1,0,,181
Entire home/apt,131,5,0,,40
Private room,149,1,22,1.2,124
Shared room,60,5,7,0.8,245
Private room,120,7,0,,361
Private room,85,1,1,0.1,289
Entire home/apt,800,1,0,,365
Private room,180,5,25,0.5,171
Private room,95,30,12,0.7,278
Private room,99,4,24,1.2,0
Private room,149,1,140,7.1,357
Private room,160,3,35,1.7,308
Entire home/apt,250,3,13,1.7,296
Entire home/apt,225,3,0,,139
Private room,125,1,172,3.6,317
Private room,99,1,4,0.2,191
Shared room,76,1,7,0.6,365
Private room,100,1,0,,286
Entire home/apt,160,2,7,0.3,123
Private room,99,1,2,2,362
Entire home/apt,190,3,47,3.5,271
Private room,100,6,0,,146
Entire home/apt,179,4,22,2.7,270
Private room,100,7,16,1.1,329
Entire home/apt,240,1,100,7.8,320
Private room,130,2,5,0.8,83
Private room,149,2,67,2.8,162
Entire home/apt,110,2,1,1,86
Entire home/apt,585,3,27,1,341
Private room,135,1,0,,123
Private room,80,2,1,0.2,0
Entire home/apt,299,3,0,,335
Private room,139,1,230,5.4,303
Private room,149,2,146,3.8,338
Private room,112,2,26,2.4,351
Private room,135,2,40,3.6,333
Entire home/apt,99,3,0,,114
Private room,89,3,4,0.3,338
Entire home/apt,255,2,105,2.9,350
Entire home/apt,185,4,4,0.1,2
Entire home/apt,165,4,69,3.1,262
Private room,100,2,3,0.4,276
Private room,90,2,42,1.9,312
Entire home/apt,399,7,2,2,10
Entire home/apt,145,1,72,1.3,184
Private room,109,1,9,0.8,148
Entire home/apt,250,30,2,0.2,26
Entire home/apt,375,3,17,0.9,272
Private room,129,1,11,0.7,79
Entire home/apt,133,1,55,1.7,0
Entire home/apt,184,2,82,3.8,309
Entire home/apt,390,4,6,0.2,123
Entire home/apt,199,2,4,0.6,365
Entire home/apt,165,4,4,1.2,193
Entire home/apt,210,1,12,2.6,362
Entire home/apt,200,2,5,0.8,88
Private room,100,1,0,,336
Private room,125,1,4,0.6,173
Entire home/apt,179,3,15,2.2,122
Entire home/apt,170,4,3,0.2,128
Private room,120,1,84,1.5,121
Entire home/apt,170,2,49,3.6,222
Entire home/apt,500,3,25,1.3,60
Entire home/apt,169,2,22,1.1,129
Entire home/apt,180,3,43,2,303
Private room,100,1,1,1,347
Entire home/apt,495,30,26,2.8,123
Entire home/apt,158,2,4,0.4,264
Entire home/apt,175,4,70,1.6,271
Private room,85,1,84,3.6,351
Entire home/apt,140,2,0,,122
Private room,149,1,24,1.1,149
Entire home/apt,180,2,3,0.1,2
Entire home/apt,170,4,1,0.1,0
Private room,110,5,12,1,241
Private room,119,30,61,1.9,314
Entire home/apt,249,2,1,1,297
Entire home/apt,341,2,17,0.9,358
Entire home/apt,164,2,3,0.6,330
Entire home/apt,150,2,7,0.5,12
Private room,110,3,26,1.1,286
Entire home/apt,400,2,12,1,7
Private room,80,7,0,,224
Entire home/apt,300,1,70,4,121
Private room,149,1,0,,312
Entire home/apt,175,2,3,0.4,229
Entire home/apt,300,7,0,,15
Private room,150,3,7,0.7,63
Private room,99,2,4,0.9,106
Entire home/apt,250,30,11,1.9,122
Private room,100,3,7,0.4,229
Private room,149,1,153,7.8,347
Entire home/apt,550,5,1,0,365
Private room,99,1,24,2.6,355
Entire home/apt,200,10,8,0.4,86
Entire home/apt,475,3,17,1.5,74
Private room,125,2,29,2.7,345
Private room,141,2,1,0.2,336
Private room,90,2,4,2.5,121
Private room,135,4,1,1,45
Private room,120,3,38,5.4,243
Entire home/apt,200,7,1,0.9,121
Entire home/apt,210,2,16,4.3,174
Private room,70,3,0,,356
Entire home/apt,119,1,35,10.5,179
Private room,140,3,22,1.7,338
Entire home/apt,165,4,3,0.1,0
Entire home/apt,295,3,4,0.2,244
Entire home/apt,199,3,3,1.1,62
Entire home/apt,145,5,20,1.9,331
Private room,89,3,68,1.4,124
Entire home/apt,125,1,7,0.4,322
Entire home/apt,289,2,47,3.2,251
Entire home/apt,180,3,57,2.4,297
Entire home/apt,150,1,44,2.1,234
Private room,115,3,57,3.1,307
Private room,145,2,25,2.4,171
Private room,95,2,6,0.3,149
Entire home/apt,150,4,22,2,253
Entire home/apt,170,3,19,0.8,154
Entire home/apt,225,3,57,1.5,124
Private room,180,2,1,0.8,33
Entire home/apt,195,1,12,2.1,
Entire home/apt,200,1,63,2,312
Private room,125,1,63,2.9,316
Entire home/apt,850,3,11,1.2,337
Entire home/apt,155,2,9,1,231
Entire home/apt,160,3,21,0.8,79
Private room,110,2,64,2.6,18
Entire home/apt,250,2,2,1,325
Private room,135,3,12,0.6,318
Private room,80,4,42,0.9,67
Entire home/apt,175,4,1,0,208
Entire home/apt,250,4,3,3,297
Private room,125,2,14,1.5,292
Entire home/apt,295,3,43,2.7,25
Private room,99,1,81,2.5,365
Private room,175,1,7,0.7,240
Private room,175,2,2,0.3,313
Private room,105,2,31,2.7,61
Entire home/apt,250,2,0,,63
Entire home/apt,295,2,6,3.2,47
Entire home/apt,225,1,3,0.9,290
Entire home/apt,195,2,14,0.8,199
Entire home/apt,159,2,66,1.8,158
Private room,70,3,1,1,78
Private room,90,2,0,,115
Entire home/apt,125,1,13,0.3,365
Entire home/apt,200,3,21,0.9,141
Private room,99,4,63,1.9,279
Entire home/apt,115,5,0,,0
Entire home/apt,309,2,3,0.6,299
Entire home/apt,169,2,13,1.7,261
Entire home/apt,399,1,0,,290
Entire home/apt,180,1,1,0.3,147
Private room,141,2,9,3.2,130
Private room,150,2,7,0.5,365
Entire home/apt,250,5,19,0.4,208
Entire home/apt,200,7,0,,31
Entire home/apt,180,3,6,0.7,90
Entire home/apt,275,3,1,1,189
Entire home/apt,165,3,35,1.9,189
Entire home/apt,1150,5,0,,336
Entire home/apt,195,3,0,,109
Entire home/apt,115,2,49,3.6,88
Private room,150,1,3,0.3,337
Entire home/apt,155,2,146,5.7,271
Entire home/apt,175,2,0,,256
Entire home/apt,215,2,14,2.8,123
Private room,164,1,0,,365
Entire home/apt,195,1,22,0.4,184
Entire home/apt,125,1,3,0.7,124
Entire home/apt,159,2,53,2.4,37
Entire home/apt,275,7,6,0.1,134
Entire home/apt,199,1,24,1.7,332
Private room,139,3,20,4.1,201
Private room,125,1,72,2.2,352
Entire home/apt,999,1,1,0.7,72
Private room,80,1,21,2.6,164
Private room,99,1,0,,69
Entire home/apt,199,2,27,1.7,2
Entire home/apt,495,1,0,,361
Private room,169,1,142,7.3,357
Private room,115,1,1,1,61
Entire home/apt,325,3,15,0.6,211
Private room,140,1,44,5.9,312
Private room,125,1,53,3.4,235
Private room,155,1,0,,365
Entire home/apt,150,10,0,,122
Private room,140,3,109,2.7,104
Private room,99,1,37,3.6,33
Entire home/apt,200,30,4,0.3,365
Entire home/apt,250,3,3,0.4,261
Private room,145,2,26,2.9,352
Entire home/apt,199,2,33,1.9,193
Entire home/apt,170,1,20,1.3,248
Private room,145,2,11,1.7,306
Entire home/apt,300,2,5,0.4,295
Entire home/apt,250,2,27,1,288
Private room,169,3,0,,191
Private room,150,1,1,0.4,365
Entire home/apt,625,2,9,1,298
Private room,110,3,55,2.7,267
Entire home/apt,195,1,14,1.6,62
Entire home/apt,125,1,0,,0
Entire home/apt,220,1,65,4.2,315
Entire home/apt,350,2,1,1,363
Entire home/apt,400,3,4,0.2,11
Private room,100,3,7,0.5,338
Entire home/apt,250,3,0,,8
Entire home/apt,149,1,24,0.8,45
Entire home/apt,170,5,44,0.7,232
Entire home/apt,185,3,0,,86
Private room,90,5,2,0.1,168
Entire home/apt,185,2,119,5.4,249
Private room,103,1,85,4,223
Entire home/apt,350,1,24,0.4,233
Entire home/apt,169,4,58,2.6,326
Entire home/apt,550,4,2,0.5,24
Entire home/apt,500,4,7,0.4,123
Entire home/apt,290,3,47,3.4,289
Private room,150,30,58,2.4,292
Private room,115,2,38,2.3,1
Entire home/apt,180,4,21,2.9,306
Entire home/apt,175,30,8,0.4,270
Private room,145,1,43,1.8,364
Entire home/apt,500,30,31,1.6,184
Private room,140,2,2,0.4,360
Entire home/apt,550,2,20,0.6,275
Entire home/apt,189,3,61,3.3,56
Entire home/apt,160,2,132,5.1,58
Private room,125,1,68,3.1,67
Entire home/apt,152,30,99,4.5,175
Entire home/apt,525,5,18,0.4,203
Private room,132,2,236,4.9,180
Entire home/apt,140,1,1,1,205
Private room,110,2,47,3.1,318
Entire home/apt,180,3,0,,123
Entire home/apt,145,30,6,0.5,315
Entire home/apt,180,2,13,3.6,274
Entire home/apt,179,2,0,,296
Entire home/apt,550,3,1,0.2,6
Entire home/apt,250,2,1,1,365
Entire home/apt,248,3,1,0.8,192
Entire home/apt,375,3,1,1,89
Entire home/apt,200,1,18,2.3,322
Entire home/apt,374,2,17,0.7,182
Entire home/apt,250,2,5,0.4,212
Private room,125,1,0,,113
Entire home/apt,250,3,23,0.9,336
Private room,69,3,251,3.9,241
Private room,165,2,1,1,321
Entire home/apt,180,2,8,2.6,132
Entire home/apt,350,2,2,0.3,247
Entire home/apt,499,3,1,0.3,352
Private room,155,1,0,,104
Entire home/apt,135,2,78,5.1,292
Entire home/apt,175,4,3,0.2,289
Private room,150,1,0,,147
Entire home/apt,199,1,8,2.4,305
Private room,75,1,18,3,349
Entire home/apt,179,2,10,0.2,291
Entire home/apt,150,3,8,0.3,56
Entire home/apt,125,3,0,,153
Entire home/apt,179,3,40,3.1,318
Entire home/apt,165,3,16,0.7,66
Entire home/apt,160,4,88,4.2,61
Private room,164,2,0,,308
Entire home/apt,400,3,14,0.4,86
Entire home/apt,450,2,2,0.1,185
Entire home/apt,185,3,12,0.9,227
Private room,100,2,53,2.8,282
Entire home/apt,149,1,20,5.3,171
Private room,115,1,27,3,84
Entire home/apt,465,5,0,,11
Entire home/apt,165,2,4,1,4
Entire home/apt,200,6,4,0.2,124
Private room,135,7,15,0.8,358
Entire home/apt,599,30,4,0.4,354
Private room,110,1,59,4.9,331
Entire home/apt,200,2,15,1.5,5
Private room,120,1,28,2.6,239
Entire home/apt,189,2,52,3.8,252
Private room,325,3,1,0.1,338
Entire home/apt,299,1,54,3.8,236
Private room,120,1,52,4.4,51
Private room,140,1,0,,157
Entire home/apt,225,1,54,4.2,240
Private room,150,2,1,0.3,18
Private room,95,1,21,1.3,365
Private room,80,1,51,4.7,206
Entire home/apt,225,5,15,0.7,279
Entire home/apt,235,2,26,0.7,21
Private room,167,1,1,0.2,208
Entire home/apt,194,3,5,0.5,0
Entire home/apt,167,3,46,1.3,93
Entire home/apt,115,2,18,1.7,291
Entire home/apt,180,5,0,,297
Entire home/apt,195,14,6,0.4,271
Private room,70,2,0,,258
Entire home/apt,189,3,25,1,328
Entire home/apt,195,2,17,0.8,72
Entire home/apt,190,4,0,,86
Private room,140,2,11,1.2,294
Entire home/apt,90,2,16,1.7,30
Entire home/apt,1000,3,3,0.3,365
Private room,200,4,0,,191
Private room,110,2,0,,365
Entire home/apt,150,4,2,0,365
Private room,129,2,26,0.5,358
Private room,105,20,6,1.5,57
Entire home/apt,210,1,0,,12
Entire home/apt,333,31,58,3,357
Entire home/apt,235,3,71,2.7,280
Private room,80,3,40,1.2,213
Entire home/apt,140,2,44,1.8,286
Private room,150,4,0,,365
Entire home/apt,175,2,7,1.7,74
Private room,99,3,48,1.2,289
Entire home/apt,180,2,0,,114
Entire home/apt,350,1,30,3,251
Entire home/apt,150,5,1,0.2,128
Private room,70,20,1,0.2,33
Entire home/apt,149,2,41,1.8,8
Entire home/apt,165,3,175,2.9,247
Private room,80,2,0,,365
Entire home/apt,400,3,0,,153
Entire home/apt,140,4,6,0.6,226
Entire home/apt,99,3,18,0.3,227
Entire home/apt,220,3,10,0.7,7
Entire home/apt,336,3,17,1.6,3
